t,x
5.902951475737869576e-07,-2.767774609623611035e-78
6.003001500750376001e-07,1.260401014047367230e-79
6.103051525762881368e-07,6.162112965778984939e-78
6.203101550775387793e-07,1.671322634877271249e-77
6.303151575787894219e-07,3.310469677629434598e-77
6.403201600800400644e-07,5.610888918893385152e-77
6.503251625812907070e-07,8.507926610930088478e-77
6.603301650825413495e-07,1.166286915548886735e-76
6.703351675837919921e-07,1.428088762178838259e-76
6.803401700850425288e-07,1.488708092886471857e-76
6.903451725862931713e-07,1.109140670221828229e-76
7.003501750875438139e-07,-5.898546494629230019e-78
7.103551775887944564e-07,-2.473496522506695448e-76
7.203601800900450990e-07,-6.664892919218924513e-76
7.303651825912957415e-07,-1.313558716455520462e-75
7.403701850925462782e-07,-2.216059495427850967e-75
7.503751875937969207e-07,-3.345133400935929479e-75
7.603801900950475633e-07,-4.564923294121823931e-75
7.703851925962982058e-07,-5.563739650079153290e-75
7.803901950975488484e-07,-5.770687608777309727e-75
7.903951975987994909e-07,-4.270132509236989091e-75
8.004002001000501335e-07,2.597986594918965796e-76
8.104052026013006702e-07,9.538789998102988568e-75
8.204102051025513127e-07,2.553488362560760621e-74
8.304152076038019553e-07,5.007472706238292402e-74
8.404202101050525978e-07,8.408931596348068710e-74
8.504252126063032404e-07,1.263609584916497879e-73
8.604302151075538829e-07,1.716608291537948022e-73
8.704352176088044196e-07,2.082512249976226511e-73
8.804402201100550621e-07,2.149083073024481220e-73
8.904452226113057047e-07,1.579409567253168019e-73
9.004502251125563472e-07,-1.082180884925587368e-74
9.104552276138069898e-07,-3.534074524415414038e-73
9.204602301150576323e-07,-9.399016836139610469e-73
9.304652326163081690e-07,-1.833989810174218562e-72
9.404702351175588116e-07,-3.065560442409806848e-72
9.504752376188094541e-07,-4.585874278298589246e-72
9.604802401200599908e-07,-6.201811568491852977e-72
9.704852426213106333e-07,-7.488890728112133926e-72
9.804902451225612759e-07,-7.689293728758902474e-72
9.904952476238119184e-07,-5.612375804975774075e-72
1.000500250125062561e-06,4.277384167804409690e-73
1.010505252626313204e-06,1.257936292739141009e-71
1.020510255127563846e-06,3.323830148330153640e-71
1.030515257628814489e-06,6.453338959373813568e-71
1.040520260130065131e-06,1.073713980860150345e-70
1.050525262631315774e-06,1.598973036342164171e-70
1.060530265132566416e-06,2.152660618268873553e-70
1.070535267633817059e-06,2.587358348158151031e-70
1.080540270135067701e-06,2.643183370149777201e-70
1.090545272636318132e-06,1.916007322050447917e-70
1.100550275137568775e-06,-1.608060298144320106e-71
1.110555277638819417e-06,-4.301720739016365571e-70
1.120560280140070060e-06,-1.129283755423704276e-69
1.130565282641320702e-06,-2.181630868294108398e-69
1.140570285142571345e-06,-3.613075152528702716e-69
1.150575287643821987e-06,-5.356361737970445373e-69
1.160580290145072630e-06,-7.178640443248366054e-69
1.170585292646323273e-06,-8.588252945761697841e-69
1.180590295147573915e-06,-8.729225552365995279e-69
1.190595297648824558e-06,-6.284140681708641249e-69
1.200600300150075200e-06,5.760136242364751264e-70
1.210605302651325843e-06,1.413274408270164693e-68
1.220610305152576274e-06,3.686168763160234796e-68
1.230615307653826916e-06,7.085774073276959233e-68
1.240620310155077559e-06,1.168086609377703184e-67
1.250625312656328201e-06,1.723885516301440237e-67
1.260630315157578844e-06,2.299950411547905061e-67
1.270635317658829486e-06,2.738812008081085076e-67
1.280640320160080129e-06,2.769693441100600355e-67
1.290645322661330771e-06,1.980125960629336770e-67
1.300650325162581414e-06,-1.968553424342842807e-68
1.310655327663832057e-06,-4.460787996670191304e-67
1.320660330165082699e-06,-1.155993084250643089e-66
1.330665332666333342e-06,-2.211070414608325064e-66
1.340670335167583984e-06,-3.628129332658510369e-66
1.350675337668834415e-06,-5.330362014975335454e-66
1.360680340170085058e-06,-7.079529204614517872e-66
1.370685342671335700e-06,-8.391290714721392059e-66
1.380690345172586343e-06,-8.442969887943004725e-66
1.390695347673836985e-06,-5.994290536822147521e-66
1.400700350175087628e-06,6.425319246940215655e-67
1.410705352676338270e-06,1.352687789523822644e-65
1.420710355177588913e-06,3.482917257624907114e-65
1.430715357678839555e-06,6.628680567441438253e-65
1.440720360180090198e-06,1.082680064954856807e-64
1.450725362681340840e-06,1.583487913326187361e-64
1.460730365182591483e-06,2.093629917692675427e-64
1.470735367683842126e-06,2.470042666953852236e-64
1.480740370185092556e-06,2.472670876894767412e-64
1.490745372686343199e-06,1.743334315454080010e-64
1.500750375187593841e-06,-2.004616193745426446e-65
1.510755377688844484e-06,-3.940801345754026714e-64
1.520760380190095127e-06,-1.008182118936994119e-63
1.530765382691345769e-06,-1.909241462167530817e-63
1.540770385192596412e-06,-3.104039129050086647e-63
1.550775387693847054e-06,-4.519418539450914900e-63
1.560780390195097697e-06,-5.948467391651895148e-63
1.570785392696348339e-06,-6.985367877531960078e-63
1.580790395197598982e-06,-6.957366916904739089e-63
1.590795397698849624e-06,-4.871036135430838773e-63
1.600800400200100267e-06,5.981963192786682173e-64
1.610805402701350698e-06,1.102992579211552160e-62
1.620810405202601340e-06,2.803772346280724013e-62
1.630815407703851983e-06,5.283283009944870040e-62
1.640820410205102625e-06,8.549956437563456232e-62
1.650825412706353268e-06,1.239253446801536907e-61
1.660830415207603911e-06,1.623752694999203168e-61
1.670835417708854553e-06,1.897943351991527716e-61
1.680840420210105196e-06,1.880749725908495100e-61
1.690845422711355838e-06,1.307554104528348345e-61
1.700850425212606481e-06,-1.708310978969953533e-62
1.710855427713857123e-06,-2.965936166186598060e-61
1.720860430215107766e-06,-7.491252599413385781e-61
1.730865432716358197e-06,-1.404611269573705173e-60
1.740870435217608839e-06,-2.262613039000075263e-60
1.750875437718859482e-06,-3.264731508571411604e-60
1.760880440220110124e-06,-4.258379018999075943e-60
1.770885442721360767e-06,-4.954346080972384748e-60
1.780890445222611409e-06,-4.884550419791689552e-60
1.790895447723862052e-06,-3.372061519131353762e-60
1.800900450225112694e-06,4.670842797595237425e-61
1.810905452726363337e-06,7.662178336136361342e-60
1.820910455227613980e-06,1.922976968439823024e-59
1.830915457728864622e-06,3.587712887847260667e-59
1.840920460230115265e-06,5.752628639216571336e-59
1.850925462731365907e-06,8.263129676574416911e-59
1.860930465232616338e-06,1.072947246045110297e-58
1.870935467733866981e-06,1.242506194450583768e-58
1.880940470235117623e-06,1.218780961206718830e-58
1.890945472736368266e-06,8.354657893756795660e-59
1.900950475237618908e-06,-1.223183348107064751e-59
1.910955477738869551e-06,-1.901708918982326646e-58
1.920960480240119982e-06,-4.742438237864127832e-58
1.930965482741370836e-06,-8.804171119296976213e-58
1.940970485242621267e-06,-1.405180335733602094e-57
1.950975487743872121e-06,-2.009330739828429168e-57
1.960980490245122552e-06,-2.597299617093155313e-57
1.970985492746373406e-06,-2.993780173037833130e-57
1.980990495247623837e-06,-2.921690344435030864e-57
1.990995497748874691e-06,-1.988653270992809289e-57
2.001000500250125122e-06,3.068977091078600748e-58
2.011005502751375976e-06,4.534581848185020698e-57
2.021010505252626407e-06,1.123666040836473191e-56
2.031015507753877261e-06,2.075718876526775242e-56
2.041020510255127692e-06,3.297672026331317021e-56
2.051025512756378123e-06,4.694269841623417111e-56
2.061030515257628977e-06,6.040534350490113229e-56
2.071035517758879408e-06,6.930273468640473419e-56
2.081040520260130262e-06,6.728994184104948867e-56
2.091045522761380693e-06,4.547644786164826183e-56
2.101050525262631547e-06,-7.379367100034986552e-57
2.111055527763881978e-06,-1.038800006412990476e-55
2.121060530265132833e-06,-2.557883798305432130e-55
2.131065532766383263e-06,-4.701731923296234829e-55
2.141070535267634118e-06,-7.435197857386640013e-55
2.151075537768884548e-06,-1.053645301860622042e-54
2.161080540270135403e-06,-1.349703234348293376e-54
2.171085542771385834e-06,-1.541309841513273176e-54
2.181090545272636264e-06,-1.488927490779765879e-54
2.191095547773887119e-06,-9.991045088623881680e-55
2.201100550275137549e-06,1.700862280441480437e-55
2.211105552776388404e-06,2.286273694854682625e-54
2.221110555277638835e-06,5.594127502753011401e-54
2.231115557778889689e-06,1.023190418068765158e-53
2.241120560280140120e-06,1.610598439470651968e-53
2.251125562781390974e-06,2.272116426198265014e-53
2.261130565282641405e-06,2.897415912068911248e-53
2.271135567783892259e-06,3.293355715180719021e-53
2.281140570285142690e-06,3.165223316982994939e-53
2.291145572786393544e-06,2.108783857092781753e-53
2.301150575287643975e-06,-3.758646062542042100e-54
2.311155577788894406e-06,-4.834217127384857357e-53
2.321160580290145260e-06,-1.175416860736119773e-52
2.331165582791395691e-06,-2.139263793379212687e-52
2.341170585292646545e-06,-3.351904937335357294e-52
2.351175587793896976e-06,-4.707349996388430384e-52
2.361180590295147830e-06,-5.975758167346252674e-52
2.371185592796398261e-06,-6.760774298511135788e-52
2.381190595297649115e-06,-6.464613432063308019e-52
2.391195597798899546e-06,-4.276119446136144177e-52
2.401200600300150400e-06,7.964938783739551797e-53
2.411205602801400831e-06,9.820324121667030017e-52
2.421210605302651686e-06,2.372791013053245045e-51
2.431215607803902116e-06,4.297159720046333901e-51
2.441220610305152547e-06,6.702021068220005056e-51
2.451225612806403401e-06,9.369839675707008374e-51
2.461230615307653832e-06,1.184090251993421901e-50
2.471235617808904687e-06,1.333408858995531438e-50
2.481240620310155117e-06,1.268493202118090646e-50
2.491245622811405972e-06,8.330365175326872523e-51
2.501250625312656402e-06,-1.618785450434111517e-51
2.511255627813907257e-06,-1.916581558806676706e-50
2.521260630315157688e-06,-4.601877883051302805e-50
2.531265632816408542e-06,-8.292928739948457603e-50
2.541270635317658973e-06,-1.287447598841390843e-49
2.551275637818909827e-06,-1.791833251603602872e-49
2.561280640320160258e-06,-2.254167664831322373e-49
2.571285642821410689e-06,-2.526616526715983446e-49
2.581290645322661543e-06,-2.391338697636736512e-49
2.591295647823911974e-06,-1.559102052595849785e-49
2.601300650325162828e-06,3.155812506412031422e-50
2.611305652826413259e-06,3.593607811932187774e-49
2.621310655327664113e-06,8.574695975757149388e-49
2.631315657828914544e-06,1.537601012599304071e-48
2.641320660330165398e-06,2.376090690884284384e-48
2.651325662831415829e-06,3.292098227903967548e-48
2.661330665332666683e-06,4.122847224888527343e-48
2.671335667833917114e-06,4.599646146802145177e-48
2.681340670335167968e-06,4.331131670301025084e-48
2.691345672836418399e-06,2.803374863783949433e-48
2.701350675337668830e-06,-5.902019617239620861e-49
2.711355677838919684e-06,-6.473453286588326167e-48
2.721360680340170115e-06,-1.535007218559813935e-47
2.731365682841420969e-06,-2.738978780703811728e-47
2.741370685342671400e-06,-4.213142451743827767e-47
2.751375687843922254e-06,-5.811091846703084510e-47
2.761380690345172685e-06,-7.244657913379790236e-47
2.771385692846423540e-06,-8.044862053539722467e-47
2.781390695347673970e-06,-7.536488013365779159e-47
2.791395697848924825e-06,-4.842657658048502566e-47
2.801400700350175255e-06,1.059020662406203695e-47
2.811405702851426110e-06,1.120323379078046273e-46
2.821410705352676541e-06,2.640037983956144102e-46
2.831415707853926971e-06,4.687518243145523916e-46
2.841420710355177826e-06,7.177264550701734009e-46
2.851425712856428256e-06,9.854905307788635477e-46
2.861430715357679111e-06,1.223061056708023635e-45
2.871435717858929542e-06,1.351829332069736815e-45
2.881440720360180396e-06,1.259922851222780860e-45
2.891445722861430827e-06,8.036781385680669263e-46
2.901450725362681681e-06,-1.823326299362871528e-46
2.911455727863932112e-06,-1.862742802888946183e-45
2.921460730365182966e-06,-4.362324832158770080e-45
2.931465732866433397e-06,-7.707376406737353006e-45
2.941470735367684251e-06,-1.174685064109694569e-44
2.951475737868934682e-06,-1.605672364496887393e-44
2.961480740370185113e-06,-1.983754865807825993e-44
2.971485742871435967e-06,-2.182399281440872408e-44
2.981490745372686398e-06,-2.023607080202014711e-44
2.991495747873937252e-06,-1.281374750419449028e-44
3.001500750375187683e-06,3.012438068856115049e-45
3.011505752876438537e-06,2.975531665782204005e-44
3.021510755377688968e-06,6.925225362362374921e-44
3.031515757878939822e-06,1.217529424457453818e-43
3.041520760380190253e-06,1.847113666546484877e-43
3.051525762881441107e-06,2.513455327261988398e-43
3.061530765382691538e-06,3.091273867892588228e-43
3.071535767883942393e-06,3.384976285562418447e-43
3.081540770385192823e-06,3.122595346434394686e-43
3.091545772886443254e-06,1.962752839790323031e-43
3.101550775387694108e-06,-4.776387122310035609e-44
3.111555777888944539e-06,-4.566448012956248891e-43
3.121560780390195394e-06,-1.056228580207626303e-42
3.131565782891445824e-06,-1.847828510773752540e-42
3.141570785392696679e-06,-2.790457933058391891e-42
3.151575787893947109e-06,-3.780029329089660735e-42
3.161580790395197964e-06,-4.628034303962997369e-42
3.171585792896448395e-06,-5.044128276586175264e-42
3.181590795397699249e-06,-4.629269764333097977e-42
3.191595797898949680e-06,-2.888353429215622119e-42
3.201600800400200534e-06,7.268406930998698694e-43
3.211605802901450965e-06,6.732785662270943789e-42
3.221610805402701396e-06,1.547711550502108935e-41
3.231615807903952250e-06,2.694344761858723246e-41
3.241620810405202681e-06,4.050111899065499348e-41
3.251625812906453535e-06,5.461713675054361117e-41
3.261630815407703966e-06,6.656796242937640287e-41
3.271635817908954820e-06,7.221471169506222192e-41
3.281640820410205251e-06,6.593507687671294850e-41
3.291645822911456105e-06,4.083477238728756386e-41
3.301650825412706536e-06,-1.061610252741754382e-41
3.311655827913957390e-06,-9.537036833221602599e-41
3.321660830415207821e-06,-2.178864627213604580e-40
3.331665832916458252e-06,-3.774452605400668763e-40
3.341670835417709106e-06,-5.647656186951737349e-40
3.351675837918959537e-06,-7.581802178847184095e-40
3.361680840420210391e-06,-9.199062396736491881e-40
3.371685842921460822e-06,-9.932859755339131301e-40
3.381690845422711676e-06,-9.022518332458725721e-40
3.391695847923962107e-06,-5.546319007072770448e-40
3.401700850425212961e-06,1.488341077613833043e-40
3.411705852926463392e-06,1.297880178144852881e-39
3.421710855427714247e-06,2.946989573432381123e-39
3.431715857928964677e-06,5.080004505978039387e-39
3.441720860430215532e-06,7.566223476193788722e-39
3.451725862931465962e-06,1.011173615257573952e-38
3.461730865432716393e-06,1.221325627695077629e-38
3.471735867933967248e-06,1.312598741667136319e-38
3.481740870435217678e-06,1.186168101380970973e-38
3.491745872936468533e-06,7.237261482862742894e-39
3.501750875437718963e-06,-2.002970074184490305e-39
3.511755877938969818e-06,-1.696907919254833159e-38
3.521760880440220249e-06,-3.829438391805714725e-38
3.531765882941471103e-06,-6.568762086942877821e-38
3.541770885442721534e-06,-9.738672605984750791e-38
3.551775887943972388e-06,-1.295653191664116384e-37
3.561780890445222819e-06,-1.557861982411842390e-37
3.571785892946473673e-06,-1.666474671041225784e-37
3.581790895447724104e-06,-1.498207276385047288e-37
3.591795897948974535e-06,-9.072734538647779326e-38
3.601800900450225389e-06,2.587630493173478069e-38
3.611805902951475820e-06,2.131496174015635446e-37
3.621810905452726674e-06,4.780790598841808653e-37
3.631815907953977105e-06,8.160415733821089056e-37
3.641820910455227959e-06,1.204287159417081510e-36
3.651825912956478390e-06,1.595003239118443426e-36
3.661830915457729244e-06,1.909132582595167665e-36
3.671835917958979675e-06,2.032705675376424931e-36
3.681840920460230529e-06,1.818045462580334548e-36
3.691845922961480960e-06,1.092688745497582662e-36
3.701850925462731814e-06,-3.209262969422313249e-37
3.711855927963982245e-06,-2.572251973188051397e-36
3.721860930465232676e-06,-5.734195744563807345e-36
3.731865932966483530e-06,-9.739807122974813513e-36
3.741870935467733961e-06,-1.430770689578507876e-35
3.751875937968984815e-06,-1.886444919733595312e-35
3.761880940470235246e-06,-2.247774813367368793e-35
3.771885942971486101e-06,-2.382096366879959115e-35
3.781890945472736531e-06,-2.119555213222281611e-35
3.791895947973987386e-06,-1.264296289470536986e-35
3.801900950475237816e-06,3.821215027369571053e-36
3.811905952976488671e-06,2.982257894296392925e-35
3.821910955477739102e-06,6.607748034160281370e-35
3.831915957978989532e-06,1.116857466463635865e-34
3.841920960480239963e-06,1.633126040660996162e-34
3.851925962981491241e-06,2.143563970031130764e-34
3.861930965482741672e-06,2.542606250192751527e-34
3.871935967983992103e-06,2.681965540838422459e-34
3.881940970485242533e-06,2.374060974838594242e-34
3.891945972986493811e-06,1.405384572444519322e-34
3.901950975487744242e-06,-4.368247781031373555e-35
3.911955977988994673e-06,-3.321847460006492183e-34
3.921960980490245104e-06,-7.315476376110765361e-34
3.931965982991496381e-06,-1.230423092590932663e-33
3.941970985492746812e-06,-1.790931866285635518e-33
3.951975987993997243e-06,-2.340122149837487833e-33
3.961980990495247674e-06,-2.763217159046325022e-33
3.971985992996498105e-06,-2.901055888210476319e-33
3.981990995497749382e-06,-2.554736574680866548e-33
3.991995997998999813e-06,-1.500842844750337062e-33
4.002001000500250244e-06,4.794440186702067307e-34
4.012006003001500675e-06,3.554815289089083139e-33
4.022011005502751953e-06,7.781081035516988325e-33
4.032016008004002383e-06,1.302328438025822149e-32
4.042021010505252814e-06,1.886896661860664333e-32
4.052026013006503245e-06,2.454428386825870715e-32
4.062031015507754523e-06,2.885097667778962578e-32
4.072036018009004954e-06,3.014866095879248619e-32
4.082041020510255384e-06,2.641237685921771665e-32
4.092046023011505815e-06,1.539815777304967374e-32
4.102051025512756246e-06,-5.052513749686360739e-33
4.112056028014007524e-06,-3.654747024022291084e-32
4.122061030515257955e-06,-7.951434073073879192e-32
4.132066033016508385e-06,-1.324329053789988941e-31
4.142071035517758816e-06,-1.909971387328180744e-31
4.152076038019010094e-06,-2.473272461383797331e-31
4.162081040520260525e-06,-2.894113882159489303e-31
4.172086043021510956e-06,-3.010155880506249200e-31
4.182091045522761386e-06,-2.623468956891657855e-31
4.192096048024012664e-06,-1.517733800503795465e-31
4.202101050525263095e-06,5.112450893654023790e-32
4.212106053026513526e-06,3.609945067461981038e-31
4.222111055527763957e-06,7.806550883017239461e-31
4.232116058029014387e-06,1.293840153322701088e-30
4.242121060530265665e-06,1.857442165705003536e-30
4.252126063031516096e-06,2.394436462248016317e-30
4.262131065532766527e-06,2.789204169488169862e-30
4.272136068034016958e-06,2.887479870174886262e-30
4.282141070535268235e-06,2.503522159876171160e-30
4.292146073036518666e-06,1.437194424779705228e-30
4.302151075537769097e-06,-4.967238403649151052e-31
4.312156078039019528e-06,-3.425680988189793939e-30
4.322161080540270806e-06,-7.363446658549725700e-30
4.332166083041521236e-06,-1.214436135778698888e-29
4.342171085542771667e-06,-1.735455307476154726e-29
4.352176088044022098e-06,-2.227124169904585339e-29
4.362181090545272529e-06,-2.582584773086240423e-29
4.372186093046523807e-06,-2.661080182651843833e-29
4.382191095547774237e-06,-2.295271146346434908e-29
4.392196098049024668e-06,-1.307459653308895411e-29
4.402201100550275099e-06,4.634217291248749493e-30
4.412206103051526377e-06,3.123175250045568385e-29
4.422211105552776808e-06,6.672849398944323416e-29
4.432216108054027238e-06,1.095161274834808867e-28
4.442221110555277669e-06,1.557834305387912135e-28
4.452226113056528947e-06,1.990193498737656725e-28
4.462231115557779378e-06,2.297409729198654792e-28
4.472236118059029809e-06,2.356166450184025530e-28
4.482241120560280239e-06,2.021731988108417839e-28
4.492246123061530670e-06,1.142703863990832137e-28
4.502251125562781948e-06,-4.151680043806914245e-29
4.512256128064032379e-06,-2.735577129519621781e-28
4.522261130565282810e-06,-5.809646920344364131e-28
4.532266133066533240e-06,-9.488352704865364135e-28
4.542271135567784518e-06,-1.343503459950824105e-27
4.552276138069034949e-06,-1.708661104155370157e-27
4.562281140570285380e-06,-1.963504557260843829e-27
4.572286143071535811e-06,-2.004301176287859016e-27
4.582291145572787088e-06,-1.710882471363949359e-27
4.592296148074037519e-06,-9.594702049536651051e-28
4.602301150575287950e-06,3.571637040626340182e-28
4.612306153076538381e-06,2.301997280545103467e-27
4.622311155577788812e-06,4.859553885549252588e-27
4.632316158079040089e-06,7.897923240380552738e-27
4.642321160580290520e-06,1.113181583088165074e-26
4.652326163081540951e-06,1.409374213245648251e-26
4.662331165582791382e-06,1.612259548034803540e-26
4.672336168084042660e-06,1.638056950401921806e-26
4.682341170585293090e-06,1.390989207915788543e-26
4.692346173086543521e-06,7.739652310112893716e-27
4.702351175587793952e-06,-2.950638103246126831e-27
4.712356178089045230e-06,-1.861075273665971097e-26
4.722361180590295661e-06,-3.905272311714115381e-26
4.732366183091546091e-06,-6.316032366262001101e-26
4.742371185592796522e-06,-8.861412107834522637e-26
4.752376188094046953e-06,-1.116879877514496031e-25
4.762381190595298231e-06,-1.271884240724862012e-25
4.772386193096548662e-06,-1.286186684798411353e-25
4.782391195597799092e-06,-1.086511466830057869e-25
4.792396198099049523e-06,-5.997956765188152568e-26
4.802401200600300801e-06,2.340875981942899244e-26
4.812406203101551232e-06,1.445527708046567786e-25
4.822411205602801663e-06,3.015188784014877292e-25
4.832416208104052093e-06,4.852718933730473141e-25
4.842421210605303371e-06,6.777188343101457594e-25
4.852426213106553802e-06,8.503473625748546914e-25
4.862431215607804233e-06,9.639839385893256229e-25
4.872436218109054664e-06,9.702597458507307884e-25
4.882441220610305094e-06,8.153645359996605167e-25
4.892446223111556372e-06,4.465569851480529225e-25
4.902451225612806803e-06,-1.783457670813829769e-25
4.912456228114057234e-06,-1.078679209518605392e-24
4.922461230615307665e-06,-2.236587903171782117e-24
4.932466233116558942e-06,-3.582080032144601990e-24
4.942471235617809373e-06,-4.979730918563205122e-24
4.952476238119059804e-06,-6.220080833572170221e-24
4.962481240620310235e-06,-7.019425857359126968e-24
4.972486243121561513e-06,-7.032034703775726259e-24
4.982491245622811943e-06,-5.878631701548015872e-24
4.992496248124062374e-06,-3.194051173879345013e-24
5.002501250625312805e-06,1.304898602828042772e-24
5.012506253126563236e-06,7.733243018548445901e-24
5.022511255627814514e-06,1.593917063074597786e-23
5.032516258129064944e-06,2.540357217443596027e-23
5.042521260630315375e-06,3.515376927991873001e-23
5.052526263131565806e-06,4.371247983418462533e-23
5.062531265632817084e-06,4.910695033491497063e-23
5.072536268134067515e-06,4.896468660121584660e-23
5.082541270635317945e-06,4.071998384085919589e-23
5.092546273136568376e-06,2.194815531365092122e-23
5.102551275637819654e-06,-9.169115671001693055e-24
5.112556278139070085e-06,-5.326409181160158364e-23
5.122561280640320516e-06,-1.091324142564167139e-22
5.132566283141570946e-06,-1.730866836084813150e-22
5.142571285642821377e-06,-2.384227109524870146e-22
5.152576288144072655e-06,-2.951376519211998201e-22
5.162581290645323086e-06,-3.300607752488300049e-22
5.172586293146573517e-06,-3.275623137596499787e-22
5.182591295647823947e-06,-2.709853619131838444e-22
5.192596298149075225e-06,-1.448922283375581733e-22
5.202601300650325656e-06,6.187591163537379722e-23
5.212606303151576087e-06,3.524609180446642589e-22
5.222611305652826518e-06,7.178771171908000861e-22
5.232616308154077795e-06,1.133031248518596908e-21
5.242621310655328226e-06,1.553577948039716662e-21
5.252626313156578657e-06,1.914491959614907804e-21
5.262631315657829088e-06,2.131348379804022880e-21
5.272636318159079519e-06,2.105299334933542484e-21
5.282641320660330796e-06,1.732570583156347342e-21
5.292646323161581227e-06,9.189307939929956363e-22
5.302651325662831658e-06,-4.010196059815649579e-22
5.312656328164082089e-06,-2.240737785451222268e-21
5.322661330665333367e-06,-4.536853658338834152e-21
5.332666333166583797e-06,-7.125732018954182373e-21
5.342671335667834228e-06,-9.725863676188629493e-21
5.352676338169084659e-06,-1.193142269307553739e-20
5.362681340670335937e-06,-1.322283400024358779e-20
5.372686343171586368e-06,-1.299998177736530139e-20
5.382691345672836798e-06,-1.064248116227139770e-20
5.392696348174087229e-06,-5.599005513094582920e-21
5.402701350675337660e-06,2.496119904439799559e-21
5.412706353176588938e-06,1.368594496173684979e-20
5.422711355677839369e-06,2.754658422878537763e-20
5.432716358179089799e-06,4.305528350875547168e-20
5.442721360680340230e-06,5.849692161967841018e-20
5.452726363181591508e-06,7.143987273715417492e-20
5.462731365682841939e-06,7.881415464529420403e-20
5.472736368184092370e-06,7.712241061649356230e-20
5.482741370685342800e-06,6.280607773019214561e-20
5.492746373186594078e-06,3.277397249901461846e-20
5.502751375687844509e-06,-1.492199184125217867e-20
5.512756378189094940e-06,-8.030864079062411344e-20
5.522761380690345371e-06,-1.606900807987486759e-19
5.532766383191595801e-06,-2.499382896675248893e-19
5.542771385692847079e-06,-3.380240114687825635e-19
5.552776388194097510e-06,-4.109593521977350480e-19
5.562781390695347941e-06,-4.513292382579494175e-19
5.572786393196598372e-06,-4.395693525401997856e-19
5.582791395697849649e-06,-3.560961367672724843e-19
5.592796398199100080e-06,-1.843049895919949295e-19
5.602801400700350511e-06,8.567518258388464146e-20
5.612806403201600942e-06,4.527448821416298591e-19
5.622811405702852220e-06,9.005725908395332155e-19
5.632816408204102650e-06,1.393954214580124990e-18
5.642821410705353081e-06,1.876600365966778142e-18
5.652826413206603512e-06,2.271259825509127216e-18
5.662831415707853943e-06,2.483089002365292997e-18
5.672836418209105221e-06,2.407039217319744572e-18
5.682841420710355651e-06,1.939722655476158203e-18
5.692846423211606082e-06,9.957140398078631238e-19
5.702851425712856513e-06,-4.724493415244186794e-19
5.712856428214107791e-06,-2.452159207089471753e-18
5.722861430715358222e-06,-4.849050762879978940e-18
5.732866433216608652e-06,-7.469191650785129655e-18
5.742871435717859083e-06,-1.000934707631223281e-17
5.752876438219110361e-06,-1.205992271834274467e-17
5.762881440720360792e-06,-1.312504109547811478e-17
5.772886443221611223e-06,-1.266332852415386879e-17
5.782891445722861653e-06,-1.015123261134664661e-17
5.792896448224112084e-06,-5.167986911820242812e-18
5.802901450725363362e-06,2.502258910433323071e-18
5.812906453226613793e-06,1.275991167467119090e-17
5.822911455727864224e-06,2.508436404503647990e-17
5.832916458229114654e-06,3.845103883950440379e-17
5.842921460730365932e-06,5.129197341033861887e-17
5.852926463231616363e-06,6.152221809675999422e-17
5.862931465732866794e-06,6.665283461132302126e-17
5.872936468234117225e-06,6.400612319099221983e-17
5.882941470735368502e-06,5.103929471827762107e-17
5.892946473236618933e-06,2.576897330015534199e-17
5.902951475737869364e-06,-1.272889191518481799e-17
5.912956478239119795e-06,-6.378970807440416299e-17
5.922961480740370226e-06,-1.246688137228324232e-16
5.932966483241621503e-06,-1.901743479824448205e-16
5.942971485742871934e-06,-2.525240677928844475e-16
5.952976488244122365e-06,-3.015290776514718047e-16
5.962981490745372796e-06,-3.251967079686066886e-16
5.972986493246624074e-06,-3.108165305910534155e-16
5.982991495747874504e-06,-2.465456085854054389e-16
5.992996498249124935e-06,-1.234415753462269123e-16
6.003001500750375366e-06,6.219201836483989535e-17
6.013006503251626644e-06,3.063779832795224972e-16
6.023011505752877075e-06,5.952795119308497454e-16
6.033016508254127505e-06,9.036602529002653896e-16
6.043021510755377936e-06,1.194444166823674617e-15
6.053026513256628367e-06,1.419829408557769928e-15
6.063031515757879645e-06,1.524344823197711927e-15
6.073036518259130076e-06,1.450092227625457732e-15
6.083041520760380506e-06,1.144185865157346310e-15
6.093046523261630937e-06,5.680860331122308581e-16
6.103051525762882215e-06,-2.918559340677485045e-16
6.113056528264132646e-06,-1.413736702920402884e-15
6.123061530765383077e-06,-2.730815939425431197e-15
6.133066533266633507e-06,-4.125416620475064370e-15
6.143071535767884785e-06,-5.427985029336808759e-15
6.153076538269135216e-06,-6.423221357748295180e-15
6.163081540770385647e-06,-6.864831174817468386e-15
6.173086543271636078e-06,-6.499741231074209210e-15
6.183091545772886508e-06,-5.101554884757014419e-15
6.193096548274137786e-06,-2.511624812269349987e-15
6.203101550775388217e-06,1.315516052206825413e-15
6.213106553276638648e-06,6.267345024664459273e-15
6.223111555777889079e-06,1.203572667747796854e-14
6.233116558279140356e-06,1.809421886129548257e-14
6.243121560780390787e-06,2.369851534084640517e-14
6.253126563281641218e-06,2.791768249535892306e-14
6.263131565782891649e-06,2.970202516814643134e-14
6.273136568284142927e-06,2.799016309976602214e-14
6.283141570785393357e-06,2.185320823589776502e-14
6.293146573286643788e-06,1.066800197092790261e-14
