Time(s), Amplitude
0.4655200, -0.5877853
0.4655400, -0.9510565
0.4655600, -0.9510565
0.4655800, -0.5877853
0.4656000, 0.0000000
0.4656200, 0.5877853
0.4656400, 0.9510565
0.4656600, 0.9510565
0.4656800, 0.5877853
0.4657000, -0.0000000
0.4657200, -0.5877853
0.4657400, -0.9510565
0.4657600, -0.9510565
0.4657800, -0.5877853
0.4658000, 0.0000000
0.4658200, 0.5877853
0.4658400, 0.9510565
0.4658600, 0.9510565
0.4658800, 0.5877853
0.4659000, -0.0000000
0.4659200, -0.5877853
0.4659400, -0.9510565
0.4659600, -0.9510565
0.4659800, -0.5877853
0.4660000, 0.0000000
0.4660200, 0.5877853
0.4660400, 0.9510565
0.4660600, 0.9510565
0.4660800, 0.5877853
0.4661000, -0.0000000
0.4661200, -0.5877853
0.4661400, -0.9510565
0.4661600, -0.9510565
0.4661800, -0.5877853
0.4662000, 0.0000000
0.4662200, 0.5877853
0.4662400, 0.9510565
0.4662600, 0.9510565
0.4662800, 0.5877853
0.4663000, -0.0000000
0.4663200, -0.5877853
0.4663400, -0.9510565
0.4663600, -0.9510565
0.4663800, -0.5877853
0.4664000, 0.0000000
0.4664200, 0.5877853
0.4664400, 0.9510565
0.4664600, 0.9510565
0.4664800, 0.5877853
0.4665000, -0.0000000
0.4665200, -0.5877853
0.4665400, -0.9510565
0.4665600, -0.9510565
0.4665800, -0.5877853
0.4666000, 0.0000000
0.4666200, 0.5877853
0.4666400, 0.9510565
0.4666600, 0.9510565
0.4666800, 0.5877853
0.4667000, -0.0000000
0.4667200, -0.5877853
0.4667400, -0.9510565
0.4667600, -0.9510565
0.4667800, -0.5877853
0.4668000, 0.0000000
0.4668200, 0.5877853
0.4668400, 0.9510565
0.4668600, 0.9510565
0.4668800, 0.5877853
0.4669000, -0.0000000
0.4669200, -0.5877853
0.4669400, -0.9510565
0.4669600, -0.9510565
0.4669800, -0.5877853
0.4670000, -0.0000000
0.4670200, 0.5877853
0.4670400, 0.9510565
0.4670600, 0.9510565
0.4670800, 0.5877853
0.4671000, -0.0000000
0.4671200, -0.5877853
0.4671400, -0.9510565
0.4671600, -0.9510565
0.4671800, -0.5877853
0.4672000, 0.0000000
0.4672200, 0.5877853
0.4672400, 0.9510565
0.4672600, 0.9510565
0.4672800, 0.5877853
0.4673000, -0.0000000
0.4673200, -0.5877853
0.4673400, -0.9510565
0.4673600, -0.9510565
0.4673800, -0.5877853
0.4674000, 0.0000000
0.4674200, 0.5877853
0.4674400, 0.9510565
0.4674600, 0.9510565
0.4674800, 0.5877853
0.4675000, 0.0000000
0.4675200, -0.5877853
0.4675400, -0.9510565
0.4675600, -0.9510565
0.4675800, -0.5877853
0.4676000, 0.0000000
0.4676200, 0.5877853
0.4676400, 0.9510565
0.4676600, 0.9510565
0.4676800, 0.5877853
0.4677000, -0.0000000
0.4677200, -0.5877853
0.4677400, -0.9510565
0.4677600, -0.9510565
0.4677800, -0.5877853
0.4678000, 0.0000000
0.4678200, 0.5877853
0.4678400, 0.9510565
0.4678600, 0.9510565
0.4678800, 0.5877853
0.4679000, -0.0000000
0.4679200, -0.5877853
0.4679400, -0.9510565
0.4679600, -0.9510565
0.4679800, -0.5877853
0.4680000, 0.0000000
0.4680200, 0.5877853
0.4680400, 0.9510565
0.4680600, 0.9510565
0.4680800, 0.5877853
0.4681000, 0.0000000
0.4681200, -0.5877853
0.4681400, -0.9510565
0.4681600, -0.9510565
0.4681800, -0.5877853
0.4682000, 0.0000000
0.4682200, 0.5877853
0.4682400, 0.9510565
0.4682600, 0.9510565
0.4682800, 0.5877853
0.4683000, -0.0000000
0.4683200, -0.5877853
0.4683400, -0.9510565
0.4683600, -0.9510565
0.4683800, -0.5877853
0.4684000, 0.0000000
0.4684200, 0.5877853
0.4684400, 0.9510565
0.4684600, 0.9510565
0.4684800, 0.5877853
0.4685000, -0.0000000
0.4685200, -0.5877853
0.4685400, -0.9510565
0.4685600, -0.9510565
0.4685800, -0.5877853
0.4686000, -0.0000000
0.4686200, 0.5877853
0.4686400, 0.9510565
0.4686600, 0.9510565
0.4686800, 0.5877853
0.4687000, -0.0000000
0.4687200, -0.5877853
0.4687400, -0.9510565
0.4687600, -0.9510565
0.4687800, -0.5877853
0.4688000, 0.0000000
0.4688200, 0.5877853
0.4688400, 0.9510565
0.4688600, 0.9510565
0.4688800, 0.5877853
0.4689000, -0.0000000
0.4689200, -0.5877853
0.4689400, -0.9510565
0.4689600, -0.9510565
0.4689800, -0.5877853
0.4690000, 0.0000000
0.4690200, 0.5877853
0.4690400, 0.9510565
0.4690600, 0.9510565
0.4690800, 0.5877853
0.4691000, 0.0000000
0.4691200, -0.5877853
0.4691400, -0.9510565
0.4691600, -0.9510565
0.4691800, -0.5877853
0.4692000, 0.0000000
0.4692200, 0.5877853
0.4692400, 0.9510565
0.4692600, 0.9510565
0.4692800, 0.5877853
0.4693000, -0.0000000
0.4693200, -0.5877853
0.4693400, -0.9510565
0.4693600, -0.9510565
0.4693800, -0.5877853
0.4694000, 0.0000000
0.4694200, 0.5877853
0.4694400, 0.9510565
0.4694600, 0.9510565
0.4694800, 0.5877853
0.4695000, -0.0000000
0.4695200, -0.5877853
0.4695400, -0.9510565
0.4695600, -0.9510565
0.4695800, -0.5877853
0.4696000, 0.0000000
0.4696200, 0.5877853
0.4696400, 0.9510565
0.4696600, 0.9510565
0.4696800, 0.5877853
0.4697000, -0.0000000
0.4697200, -0.5877853
0.4697400, -0.9510565
0.4697600, -0.9510565
0.4697800, -0.5877853
0.4698000, 0.0000000
0.4698200, 0.5877853
0.4698400, 0.9510565
0.4698600, 0.9510565
0.4698800, 0.5877853
0.4699000, -0.0000000
0.4699200, -0.5877853
0.4699400, -0.9510565
0.4699600, -0.9510565
0.4699800, -0.5877853
0.4700000, 0.0000000
0.4700200, 0.5877853
0.4700400, 0.9510565
0.4700600, 0.9510565
0.4700800, 0.5877853
0.4701000, -0.0000000
0.4701200, -0.5877853
0.4701400, -0.9510565
0.4701600, -0.9510565
0.4701800, -0.5877853
0.4702000, 0.0000000
0.4702200, 0.5877853
0.4702400, 0.9510565
0.4702600, 0.9510565
0.4702800, 0.5877853
0.4703000, -0.0000000
0.4703200, -0.5877853
0.4703400, -0.9510565
0.4703600, -0.9510565
0.4703800, -0.5877853
0.4704000, 0.0000000
0.4704200, 0.5877853
0.4704400, 0.9510565
0.4704600, 0.9510565
0.4704800, 0.5877853
0.4705000, -0.0000000
0.4705200, -0.5877853
0.4705400, -0.9510565
0.4705600, -0.9510565
0.4705800, -0.5877853
0.4706000, 0.0000000
0.4706200, 0.5877853
0.4706400, 0.9510565
0.4706600, 0.9510565
0.4706800, 0.5877853
0.4707000, -0.0000000
0.4707200, -0.5877853
0.4707400, -0.9510565
0.4707600, -0.9510565
0.4707800, -0.5877853
0.4708000, 0.0000000
0.4708200, 0.5877853
0.4708400, 0.9510565
0.4708600, 0.9510565
0.4708800, 0.5877853
0.4709000, -0.0000000
0.4709200, -0.5877853
0.4709400, -0.9510565
0.4709600, -0.9510565
0.4709800, -0.5877853
0.4710000, 0.0000000
0.4710200, 0.5877853
0.4710400, 0.9510565
0.4710600, 0.9510565
0.4710800, 0.5877853
0.4711000, -0.0000000
0.4711200, -0.5877853
0.4711400, -0.9510565
0.4711600, -0.9510565
0.4711800, -0.5877853
0.4712000, 0.0000000
0.4712200, 0.5877853
0.4712400, 0.9510565
0.4712600, 0.9510565
0.4712800, 0.5877853
0.4713000, -0.0000000
0.4713200, -0.5877853
0.4713400, -0.9510565
0.4713600, -0.9510565
0.4713800, -0.5877853
0.4714000, 0.0000000
0.4714200, 0.5877853
0.4714400, 0.9510565
0.4714600, 0.9510565
0.4714800, 0.5877853
0.4715000, -0.0000000
0.4715200, -0.5877853
0.4715400, -0.9510565
0.4715600, -0.9510565
0.4715800, -0.5877853
0.4716000, 0.0000000
0.4716200, 0.5877853
0.4716400, 0.9510565
0.4716600, 0.9510565
0.4716800, 0.5877853
0.4717000, -0.0000000
0.4717200, -0.5877853
0.4717400, -0.9510565
0.4717600, -0.9510565
0.4717800, -0.5877853
0.4718000, 0.0000000
0.4718200, 0.5877853
0.4718400, 0.9510565
0.4718600, 0.9510565
0.4718800, 0.5877853
0.4719000, -0.0000000
0.4719200, -0.5877853
0.4719400, -0.9510565
0.4719600, -0.9510565
0.4719800, -0.5877853
0.4720000, 0.0000000
0.4720200, 0.5877853
0.4720400, 0.9510565
0.4720600, 0.9510565
0.4720800, 0.5877853
0.4721000, -0.0000000
0.4721200, -0.5877853
0.4721400, -0.9510565
0.4721600, -0.9510565
0.4721800, -0.5877853
0.4722000, 0.0000000
0.4722200, 0.5877853
0.4722400, 0.9510565
0.4722600, 0.9510565
0.4722800, 0.5877853
0.4723000, -0.0000000
0.4723200, -0.5877853
0.4723400, -0.9510565
0.4723600, -0.9510565
0.4723800, -0.5877853
0.4724000, 0.0000000
0.4724200, 0.5877853
0.4724400, 0.9510565
0.4724600, 0.9510565
0.4724800, 0.5877853
0.4725000, 0.0000000
0.4725200, -0.5877853
0.4725400, -0.9510565
0.4725600, -0.9510565
0.4725800, -0.5877853
0.4726000, 0.0000000
0.4726200, 0.5877853
0.4726400, 0.9510565
0.4726600, 0.9510565
0.4726800, 0.5877853
0.4727000, -0.0000000
0.4727200, -0.5877853
0.4727400, -0.9510565
0.4727600, -0.9510565
0.4727800, -0.5877853
0.4728000, 0.0000000
0.4728200, 0.5877853
0.4728400, 0.9510565
0.4728600, 0.9510565
0.4728800, 0.5877853
0.4729000, -0.0000000
0.4729200, -0.5877853
0.4729400, -0.9510565
0.4729600, -0.9510565
0.4729800, -0.5877853
0.4730000, 0.0000000
0.4730200, 0.5877853
0.4730400, 0.9510565
0.4730600, 0.9510565
0.4730800, 0.5877853
0.4731000, -0.0000000
0.4731200, -0.5877853
0.4731400, -0.9510565
0.4731600, -0.9510565
0.4731800, -0.5877853
0.4732000, 0.0000000
0.4732200, 0.5877853
0.4732400, 0.9510565
0.4732600, 0.9510565
0.4732800, 0.5877853
0.4733000, -0.0000000
0.4733200, -0.5877853
0.4733400, -0.9510565
0.4733600, -0.9510565
0.4733800, -0.5877853
0.4734000, 0.0000000
0.4734200, 0.5877853
0.4734400, 0.9510565
0.4734600, 0.9510565
0.4734800, 0.5877853
0.4735000, -0.0000000
0.4735200, -0.5877853
0.4735400, -0.9510565
0.4735600, -0.9510565
0.4735800, -0.5877853
0.4736000, -0.0000000
0.4736200, 0.5877853
0.4736400, 0.9510565
0.4736600, 0.9510565
0.4736800, 0.5877853
0.4737000, -0.0000000
0.4737200, -0.5877853
0.4737400, -0.9510565
0.4737600, -0.9510565
0.4737800, -0.5877853
0.4738000, 0.0000000
0.4738200, 0.5877853
0.4738400, 0.9510565
0.4738600, 0.9510565
0.4738800, 0.5877853
0.4739000, -0.0000000
0.4739200, -0.5877853
0.4739400, -0.9510565
0.4739600, -0.9510565
0.4739800, -0.5877853
0.4740000, 0.0000000
0.4740200, 0.5877853
0.4740400, 0.9510565
0.4740600, 0.9510565
0.4740800, 0.5877853
0.4741000, 0.0000000
0.4741200, -0.5877853
0.4741400, -0.9510565
0.4741600, -0.9510565
0.4741800, -0.5877853
0.4742000, 0.0000000
0.4742200, 0.5877853
0.4742400, 0.9510565
0.4742600, 0.9510565
0.4742800, 0.5877853
0.4743000, -0.0000000
0.4743200, -0.5877853
0.4743400, -0.9510565
0.4743600, -0.9510565
0.4743800, -0.5877853
0.4744000, 0.0000000
0.4744200, 0.5877853
0.4744400, 0.9510565
0.4744600, 0.9510565
0.4744800, 0.5877853
0.4745000, -0.0000000
0.4745200, -0.5877853
0.4745400, -0.9510565
0.4745600, -0.9510565
0.4745800, -0.5877853
0.4746000, 0.0000000
0.4746200, 0.5877853
0.4746400, 0.9510565
0.4746600, 0.9510565
0.4746800, 0.5877853
0.4747000, -0.0000000
0.4747200, -0.5877853
0.4747400, -0.9510565
0.4747600, -0.9510565
0.4747800, -0.5877853
0.4748000, 0.0000000
0.4748200, 0.5877853
0.4748400, 0.9510565
0.4748600, 0.9510565
0.4748800, 0.5877853
0.4749000, -0.0000000
0.4749200, -0.5877853
0.4749400, -0.9510565
0.4749600, -0.9510565
0.4749800, -0.5877853
0.4750000, 0.0000000
0.4750200, 0.5877853
0.4750400, 0.9510565
0.4750600, 0.9510565
0.4750800, 0.5877853
0.4751000, -0.0000000
0.4751200, -0.5877853
0.4751400, -0.9510565
0.4751600, -0.9510565
0.4751800, -0.5877853
0.4752000, -0.0000000
0.4752200, 0.5877853
0.4752400, 0.9510565
0.4752600, 0.9510565
0.4752800, 0.5877853
0.4753000, -0.0000000
0.4753200, -0.5877853
0.4753400, -0.9510565
0.4753600, -0.9510565
0.4753800, -0.5877853
0.4754000, 0.0000000
0.4754200, 0.5877853
0.4754400, 0.9510565
0.4754600, 0.9510565
0.4754800, 0.5877853
0.4755000, -0.0000000
0.4755200, -0.5877853
0.4755400, -0.9510565
0.4755600, -0.9510565
0.4755800, -0.5877853
0.4756000, 0.0000000
0.4756200, 0.5877853
0.4756400, 0.9510565
0.4756600, 0.9510565
0.4756800, 0.5877853
0.4757000, 0.0000000
0.4757200, -0.5877853
0.4757400, -0.9510565
0.4757600, -0.9510565
0.4757800, -0.5877853
0.4758000, 0.0000000
0.4758200, 0.5877853
0.4758400, 0.9510565
0.4758600, 0.9510565
0.4758800, 0.5877853
0.4759000, -0.0000000
0.4759200, -0.5877853
0.4759400, -0.9510565
0.4759600, -0.9510565
0.4759800, -0.5877853
0.4760000, 0.0000000
0.4760200, 0.5877853
0.4760400, 0.9510565
0.4760600, 0.9510565
0.4760800, 0.5877853
0.4761000, -0.0000000
0.4761200, -0.5877853
0.4761400, -0.9510565
0.4761600, -0.9510565
0.4761800, -0.5877853
0.4762000, -0.0000000
0.4762200, 0.5877853
0.4762400, 0.9510565
0.4762600, 0.9510565
0.4762800, 0.5877853
0.4763000, -0.0000000
0.4763200, -0.5877853
0.4763400, -0.9510565
0.4763600, -0.9510565
0.4763800, -0.5877853
0.4764000, 0.0000000
0.4764200, 0.5877853
0.4764400, 0.9510565
0.4764600, 0.9510565
0.4764800, 0.5877853
0.4765000, -0.0000000
0.4765200, -0.5877853
0.4765400, -0.9510565
0.4765600, -0.9510565
0.4765800, -0.5877853
0.4766000, 0.0000000
0.4766200, 0.5877853
0.4766400, 0.9510565
0.4766600, 0.9510565
0.4766800, 0.5877853
0.4767000, -0.0000000
0.4767200, -0.5877853
0.4767400, -0.9510565
0.4767600, -0.9510565
0.4767800, -0.5877853
0.4768000, 0.0000000
0.4768200, 0.5877853
0.4768400, 0.9510565
0.4768600, 0.9510565
0.4768800, 0.5877853
0.4769000, -0.0000000
0.4769200, -0.5877853
0.4769400, -0.9510565
0.4769600, -0.9510565
0.4769800, -0.5877853
0.4770000, 0.0000000
0.4770200, 0.5877853
0.4770400, 0.9510565
0.4770600, 0.9510565
0.4770800, 0.5877853
0.4771000, -0.0000000
0.4771200, -0.5877853
0.4771400, -0.9510565
0.4771600, -0.9510565
0.4771800, -0.5877853
0.4772000, 0.0000000
0.4772200, 0.5877853
0.4772400, 0.9510565
0.4772600, 0.9510565
0.4772800, 0.5877853
0.4773000, -0.0000000
0.4773200, -0.5877853
0.4773400, -0.9510565
0.4773600, -0.9510565
0.4773800, -0.5877853
0.4774000, 0.0000000
0.4774200, 0.5877853
0.4774400, 0.9510565
0.4774600, 0.9510565
0.4774800, 0.5877853
0.4775000, -0.0000000
0.4775200, -0.5877853
0.4775400, -0.9510565
0.4775600, -0.9510565
0.4775800, -0.5877853
0.4776000, 0.0000000
0.4776200, 0.5877853
0.4776400, 0.9510565
0.4776600, 0.9510565
0.4776800, 0.5877853
0.4777000, -0.0000000
0.4777200, -0.5877853
0.4777400, -0.9510565
0.4777600, -0.9510565
0.4777800, -0.5877853
0.4778000, 0.0000000
0.4778200, 0.5877853
0.4778400, 0.9510565
0.4778600, 0.9510565
0.4778800, 0.5877853
0.4779000, -0.0000000
0.4779200, -0.5877853
0.4779400, -0.9510565
0.4779600, -0.9510565
0.4779800, -0.5877853
0.4780000, 0.0000000
0.4780200, 0.5877853
0.4780400, 0.9510565
0.4780600, 0.9510565
0.4780800, 0.5877853
0.4781000, -0.0000000
0.4781200, -0.5877853
0.4781400, -0.9510565
0.4781600, -0.9510565
0.4781800, -0.5877853
0.4782000, 0.0000000
0.4782200, 0.5877853
0.4782400, 0.9510565
0.4782600, 0.9510565
0.4782800, 0.5877853
0.4783000, -0.0000000
0.4783200, -0.5877853
0.4783400, -0.9510565
0.4783600, -0.9510565
0.4783800, -0.5877853
0.4784000, 0.0000000
0.4784200, 0.5877853
0.4784400, 0.9510565
0.4784600, 0.9510565
0.4784800, 0.5877853
0.4785000, -0.0000000
0.4785200, -0.5877853
0.4785400, -0.9510565
0.4785600, -0.9510565
0.4785800, -0.5877853
0.4786000, 0.0000000
0.4786200, 0.5877853
0.4786400, 0.9510565
0.4786600, 0.9510565
0.4786800, 0.5877853
0.4787000, -0.0000000
0.4787200, -0.5877853
0.4787400, -0.9510565
0.4787600, -0.9510565
0.4787800, -0.5877853
0.4788000, 0.0000000
0.4788200, 0.5877853
0.4788400, 0.9510565
0.4788600, 0.9510565
0.4788800, 0.5877853
0.4789000, -0.0000000
0.4789200, -0.5877853
0.4789400, -0.9510565
0.4789600, -0.9510565
0.4789800, -0.5877853
0.4790000, 0.0000000
0.4790200, 0.5877853
0.4790400, 0.9510565
0.4790600, 0.9510565
0.4790800, 0.5877853
0.4791000, 0.0000000
0.4791200, -0.5877853
0.4791400, -0.9510565
0.4791600, -0.9510565
0.4791800, -0.5877853
0.4792000, 0.0000000
0.4792200, 0.5877853
0.4792400, 0.9510565
0.4792600, 0.9510565
0.4792800, 0.5877853
0.4793000, -0.0000000
0.4793200, -0.5877853
0.4793400, -0.9510565
0.4793600, -0.9510565
0.4793800, -0.5877853
0.4794000, 0.0000000
0.4794200, 0.5877853
0.4794400, 0.9510565
0.4794600, 0.9510565
0.4794800, 0.5877853
0.4795000, -0.0000000
0.4795200, -0.5877853
0.4795400, -0.9510565
0.4795600, -0.9510565
0.4795800, -0.5877853
0.4796000, 0.0000000
0.4796200, 0.5877853
0.4796400, 0.9510565
0.4796600, 0.9510565
0.4796800, 0.5877853
0.4797000, -0.0000000
0.4797200, -0.5877853
0.4797400, -0.9510565
0.4797600, -0.9510565
0.4797800, -0.5877853
0.4798000, 0.0000000
0.4798200, 0.5877853
0.4798400, 0.9510565
0.4798600, 0.9510565
0.4798800, 0.5877853
0.4799000, -0.0000000
0.4799200, -0.5877853
0.4799400, -0.9510565
0.4799600, -0.9510565
0.4799800, -0.5877853
0.4800000, 0.0000000
0.4800200, 0.5877853
0.4800400, 0.9510565
0.4800600, 0.9510565
0.4800800, 0.5877853
0.4801000, -0.0000000
0.4801200, -0.5877853
0.4801400, -0.9510565
0.4801600, -0.9510565
0.4801800, -0.5877853
0.4802000, -0.0000000
0.4802200, 0.5877853
0.4802400, 0.9510565
0.4802600, 0.9510565
0.4802800, 0.5877853
0.4803000, -0.0000000
0.4803200, -0.5877853
0.4803400, -0.9510565
0.4803600, -0.9510565
0.4803800, -0.5877853
0.4804000, 0.0000000
0.4804200, 0.5877853
0.4804400, 0.9510565
0.4804600, 0.9510565
0.4804800, 0.5877853
0.4805000, -0.0000000
0.4805200, -0.5877853
0.4805400, -0.9510565
0.4805600, -0.9510565
0.4805800, -0.5877853
0.4806000, 0.0000000
0.4806200, 0.5877853
0.4806400, 0.9510565
0.4806600, 0.9510565
0.4806800, 0.5877853
0.4807000, 0.0000000
0.4807200, -0.5877853
0.4807400, -0.9510565
0.4807600, -0.9510565
0.4807800, -0.5877853
0.4808000, 0.0000000
0.4808200, 0.5877853
0.4808400, 0.9510565
0.4808600, 0.9510565
0.4808800, 0.5877853
0.4809000, -0.0000000
0.4809200, -0.5877853
0.4809400, -0.9510565
0.4809600, -0.9510565
0.4809800, -0.5877853
0.4810000, 0.0000000
0.4810200, 0.5877853
0.4810400, 0.9510565
0.4810600, 0.9510565
0.4810800, 0.5877853
0.4811000, -0.0000000
0.4811200, -0.5877853
0.4811400, -0.9510565
0.4811600, -0.9510565
0.4811800, -0.5877853
0.4812000, -0.0000000
0.4812200, 0.5877853
0.4812400, 0.9510565
0.4812600, 0.9510565
0.4812800, 0.5877853
0.4813000, -0.0000000
0.4813200, -0.5877853
0.4813400, -0.9510565
0.4813600, -0.9510565
0.4813800, -0.5877853
0.4814000, 0.0000000
0.4814200, 0.5877853
0.4814400, 0.9510565
0.4814600, 0.9510565
0.4814800, 0.5877853
0.4815000, -0.0000000
0.4815200, -0.5877853
0.4815400, -0.9510565
0.4815600, -0.9510565
0.4815800, -0.5877853
0.4816000, 0.0000000
0.4816200, 0.5877853
0.4816400, 0.9510565
0.4816600, 0.9510565
0.4816800, 0.5877853
0.4817000, -0.0000000
0.4817200, -0.5877853
0.4817400, -0.9510565
0.4817600, -0.9510565
0.4817800, -0.5877853
0.4818000, 0.0000000
0.4818200, 0.5877853
0.4818400, 0.9510565
0.4818600, 0.9510565
0.4818800, 0.5877853
0.4819000, -0.0000000
0.4819200, -0.5877853
0.4819400, -0.9510565
0.4819600, -0.9510565
0.4819800, -0.5877853
0.4820000, 0.0000000
0.4820200, 0.5877853
0.4820400, 0.9510565
0.4820600, 0.9510565
0.4820800, 0.5877853
0.4821000, -0.0000000
0.4821200, -0.5877853
0.4821400, -0.9510565
0.4821600, -0.9510565
0.4821800, -0.5877853
0.4822000, 0.0000000
0.4822200, 0.5877853
0.4822400, 0.9510565
0.4822600, 0.9510565
0.4822800, 0.5877853
0.4823000, -0.0000000
0.4823200, -0.5877853
0.4823400, -0.9510565
0.4823600, -0.9510565
0.4823800, -0.5877853
0.4824000, 0.0000000
0.4824200, 0.5877853
0.4824400, 0.9510565
0.4824600, 0.9510565
0.4824800, 0.5877853
0.4825000, -0.0000000
0.4825200, -0.5877853
0.4825400, -0.9510565
0.4825600, -0.9510565
0.4825800, -0.5877853
0.4826000, 0.0000000
0.4826200, 0.5877853
0.4826400, 0.9510565
0.4826600, 0.9510565
0.4826800, 0.5877853
0.4827000, -0.0000000
0.4827200, -0.5877853
0.4827400, -0.9510565
0.4827600, -0.9510565
0.4827800, -0.5877853
0.4828000, 0.0000000
0.4828200, 0.5877853
0.4828400, 0.9510565
0.4828600, 0.9510565
0.4828800, 0.5877853
0.4829000, -0.0000000
0.4829200, -0.5877853
0.4829400, -0.9510565
0.4829600, -0.9510565
0.4829800, -0.5877853
0.4830000, 0.0000000
0.4830200, 0.5877853
0.4830400, 0.9510565
0.4830600, 0.9510565
0.4830800, 0.5877853
0.4831000, -0.0000000
0.4831200, -0.5877853
0.4831400, -0.9510565
0.4831600, -0.9510565
0.4831800, -0.5877853
0.4832000, 0.0000000
0.4832200, 0.5877853
0.4832400, 0.9510565
0.4832600, 0.9510565
0.4832800, 0.5877853
0.4833000, -0.0000000
0.4833200, -0.5877853
0.4833400, -0.9510565
0.4833600, -0.9510565
0.4833800, -0.5877853
0.4834000, 0.0000000
0.4834200, 0.5877853
0.4834400, 0.9510565
0.4834600, 0.9510565
0.4834800, 0.5877853
0.4835000, -0.0000000
0.4835200, -0.5877853
0.4835400, -0.9510565
0.4835600, -0.9510565
0.4835800, -0.5877853
0.4836000, 0.0000000
0.4836200, 0.5877853
0.4836400, 0.9510565
0.4836600, 0.9510565
0.4836800, 0.5877853
0.4837000, -0.0000000
0.4837200, -0.5877853
0.4837400, -0.9510565
0.4837600, -0.9510565
0.4837800, -0.5877853
0.4838000, 0.0000000
0.4838200, 0.5877853
0.4838400, 0.9510565
0.4838600, 0.9510565
0.4838800, 0.5877853
0.4839000, -0.0000000
0.4839200, -0.5877853
0.4839400, -0.9510565
0.4839600, -0.9510565
0.4839800, -0.5877853
0.4840000, 0.0000000
0.4840200, 0.5877853
0.4840400, 0.9510565
0.4840600, 0.9510565
0.4840800, 0.5877853
0.4841000, 0.0000000
0.4841200, -0.5877853
0.4841400, -0.9510565
0.4841600, -0.9510565
0.4841800, -0.5877853
0.4842000, 0.0000000
0.4842200, 0.5877853
0.4842400, 0.9510565
0.4842600, 0.9510565
0.4842800, 0.5877853
0.4843000, -0.0000000
0.4843200, -0.5877853
0.4843400, -0.9510565
0.4843600, -0.9510565
0.4843800, -0.5877853
0.4844000, 0.0000000
0.4844200, 0.5877853
0.4844400, 0.9510565
0.4844600, 0.9510565
0.4844800, 0.5877853
0.4845000, -0.0000000
0.4845200, -0.5877853
0.4845400, -0.9510565
0.4845600, -0.9510565
0.4845800, -0.5877853
0.4846000, -0.0000000
0.4846200, 0.5877853
0.4846400, 0.9510565
0.4846600, 0.9510565
0.4846800, 0.5877853
0.4847000, -0.0000000
0.4847200, -0.5877853
0.4847400, -0.9510565
0.4847600, -0.9510565
0.4847800, -0.5877853
0.4848000, 0.0000000
0.4848200, 0.5877853
0.4848400, 0.9510565
0.4848600, 0.9510565
0.4848800, 0.5877853
0.4849000, -0.0000000
0.4849200, -0.5877853
0.4849400, -0.9510565
0.4849600, -0.9510565
0.4849800, -0.5877853
0.4850000, 0.0000000
0.4850200, 0.5877853
0.4850400, 0.9510565
0.4850600, 0.9510565
0.4850800, 0.5877853
0.4851000, -0.0000000
0.4851200, -0.5877853
0.4851400, -0.9510565
0.4851600, -0.9510565
0.4851800, -0.5877853
0.4852000, -0.0000000
0.4852200, 0.5877853
0.4852400, 0.9510565
0.4852600, 0.9510565
0.4852800, 0.5877853
0.4853000, -0.0000000
0.4853200, -0.5877853
0.4853400, -0.9510565
0.4853600, -0.9510565
0.4853800, -0.5877853
0.4854000, 0.0000000
0.4854200, 0.5877853
0.4854400, 0.9510565
0.4854600, 0.9510565
0.4854800, 0.5877853
0.4855000, -0.0000000
0.4855200, -0.5877853
0.4855400, -0.9510565
0.4855600, -0.9510565
0.4855800, -0.5877853
0.4856000, 0.0000000
0.4856200, 0.5877853
0.4856400, 0.9510565
0.4856600, 0.9510565
0.4856800, 0.5877853
0.4857000, 0.0000000
0.4857200, -0.5877853
0.4857400, -0.9510565
0.4857600, -0.9510565
0.4857800, -0.5877853
0.4858000, 0.0000000
0.4858200, 0.5877853
0.4858400, 0.9510565
0.4858600, 0.9510565
0.4858800, 0.5877853
0.4859000, -0.0000000
0.4859200, -0.5877853
0.4859400, -0.9510565
0.4859600, -0.9510565
0.4859800, -0.5877853
0.4860000, 0.0000000
0.4860200, 0.5877853
0.4860400, 0.9510565
0.4860600, 0.9510565
0.4860800, 0.5877853
0.4861000, -0.0000000
0.4861200, -0.5877853
0.4861400, -0.9510565
0.4861600, -0.9510565
0.4861800, -0.5877853
0.4862000, -0.0000000
0.4862200, 0.5877853
0.4862400, 0.9510565
0.4862600, 0.9510565
0.4862800, 0.5877853
0.4863000, -0.0000000
0.4863200, -0.5877853
0.4863400, -0.9510565
0.4863600, -0.9510565
0.4863800, -0.5877853
0.4864000, 0.0000000
0.4864200, 0.5877853
0.4864400, 0.9510565
0.4864600, 0.9510565
0.4864800, 0.5877853
0.4865000, -0.0000000
0.4865200, -0.5877853
0.4865400, -0.9510565
0.4865600, -0.9510565
0.4865800, -0.5877853
0.4866000, 0.0000000
0.4866200, 0.5877853
0.4866400, 0.9510565
0.4866600, 0.9510565
0.4866800, 0.5877853
0.4867000, -0.0000000
0.4867200, -0.5877853
0.4867400, -0.9510565
0.4867600, -0.9510565
0.4867800, -0.5877853
0.4868000, 0.0000000
0.4868200, 0.5877853
0.4868400, 0.9510565
0.4868600, 0.9510565
0.4868800, 0.5877853
0.4869000, -0.0000000
0.4869200, -0.5877853
0.4869400, -0.9510565
0.4869600, -0.9510565
0.4869800, -0.5877853
0.4870000, 0.0000000
0.4870200, 0.5877853
